screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
payroll,end,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
payroll,Create input package,Disabled control is visibly disabled or explained.,Visible and disabled.,pass,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Open exceptions (2),Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Overview,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Calendar,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Assessments,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Ranking,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Reports,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Employees,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Organization,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Needs Attention,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Activity,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
analytics,Settings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
compliance,Overview,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
compliance,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
compliance,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
compliance,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Control disappeared after safe screen refresh; state-dependent.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
